"ensembl_gene_id"	"name_1006"
"1321"	"ENSG00000284346"	""
"1322"	"ENSG00000284357"	"mRNA binding involved in posttranscriptional gene silencing"
"1323"	"ENSG00000284357"	"gene silencing by miRNA"
"1324"	"ENSG00000284357"	"negative regulation of vascular endothelial growth factor production"
"1325"	"ENSG00000284357"	"mRNA 3'-UTR binding"
"1326"	"ENSG00000284357"	"negative regulation of gene expression"
"1327"	"ENSG00000284357"	"positive regulation of gene expression"
"1328"	"ENSG00000284357"	"cholesterol homeostasis"
"1329"	"ENSG00000284357"	"negative regulation of vascular endothelial cell proliferation"
"1330"	"ENSG00000284357"	"negative regulation of vascular associated smooth muscle cell proliferation"
"1331"	"ENSG00000284357"	"negative regulation of sprouting angiogenesis"
"1332"	"ENSG00000284357"	"extracellular vesicle"
"1333"	"ENSG00000284357"	"extracellular exosome"
"1334"	"ENSG00000284357"	"positive regulation of cellular senescence"
"1335"	"ENSG00000284357"	"positive regulation of smooth muscle cell differentiation"
"1336"	"ENSG00000284357"	"negative regulation of vascular associated smooth muscle cell migration"
"1337"	"ENSG00000284357"	"negative regulation of angiogenesis"
"1338"	"ENSG00000284357"	"negative regulation of protein kinase B signaling"
"1339"	"ENSG00000284357"	"negative regulation of cell migration"
"1340"	"ENSG00000284357"	"negative regulation of vascular wound healing"
"1341"	"ENSG00000284357"	"positive regulation of cell cycle arrest"
"1342"	"ENSG00000284357"	"negative regulation of lipid transporter activity"
"1343"	"ENSG00000284357"	"cellular response to hypoxia"
"1344"	"ENSG00000284357"	"positive regulation of cardiac muscle cell apoptotic process"
"1345"	"ENSG00000284357"	"negative regulation of amyloid-beta clearance"
"1346"	"ENSG00000284357"	"positive regulation of connective tissue replacement"
"1347"	"ENSG00000284357"	"positive regulation of lipid storage"
"1348"	"ENSG00000284357"	"negative regulation of protein serine/threonine kinase activity"
"1349"	"ENSG00000284357"	"cellular response to DNA damage stimulus"
"1350"	"ENSG00000284357"	"positive regulation of cell death"
"1351"	"ENSG00000284357"	"tumor necrosis factor-mediated signaling pathway"
"1352"	"ENSG00000284357"	"negative regulation of peroxisome proliferator activated receptor signaling pathway"
"1353"	"ENSG00000284357"	"response to axon injury"
"1354"	"ENSG00000284357"	"negative regulation of B cell receptor signaling pathway"
"1355"	"ENSG00000284357"	"triglyceride homeostasis"
"1356"	"ENSG00000284357"	"negative regulation of smooth muscle cell chemotaxis"
"1357"	"ENSG00000284357"	"negative regulation of calcium ion import"
"1358"	"ENSG00000284357"	"positive regulation of blood vessel endothelial cell differentiation"
"1359"	"ENSG00000284357"	"positive regulation of protein acetylation"
"1360"	"ENSG00000284357"	"negative regulation of intracellular signal transduction"
"1361"	"ENSG00000284357"	"positive regulation of hydrogen peroxide-induced cell death"
"1362"	"ENSG00000284387"	"extracellular space"
"1363"	"ENSG00000284387"	"mRNA binding involved in posttranscriptional gene silencing"
"1364"	"ENSG00000284387"	"gene silencing by miRNA"
"1365"	"ENSG00000284387"	"mRNA 3'-UTR binding"
"1366"	"ENSG00000284387"	"negative regulation of blood vessel endothelial cell migration"
"1367"	"ENSG00000284387"	"negative regulation of vascular endothelial cell proliferation"
"1368"	"ENSG00000284387"	"positive regulation of endothelial cell apoptotic process"
"1369"	"ENSG00000284387"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"1370"	"ENSG00000284387"	"negative regulation of amyloid-beta formation"
"1371"	"ENSG00000284387"	"extracellular vesicle"
"1372"	"ENSG00000284387"	"extracellular exosome"
"1373"	"ENSG00000284387"	"negative regulation of cardiac muscle cell apoptotic process"
"1374"	"ENSG00000284387"	"negative regulation of angiogenesis"
"1375"	"ENSG00000284387"	"positive regulation of ERK1 and ERK2 cascade"
"1376"	"ENSG00000284387"	"cell growth involved in cardiac muscle cell development"
"1377"	"ENSG00000284387"	"negative regulation of interferon-gamma production"
"1378"	"ENSG00000284387"	"positive regulation of vascular associated smooth muscle cell apoptotic process"
"1379"	"ENSG00000284387"	"negative regulation of metalloendopeptidase activity"
"1380"	"ENSG00000284387"	"negative regulation of tumor necrosis factor-mediated signaling pathway"
"1381"	"ENSG00000284387"	"positive regulation of reactive oxygen species biosynthetic process"
"1382"	"ENSG00000284387"	"negative regulation of protein serine/threonine kinase activity"
"1383"	"ENSG00000284387"	"negative regulation of macrophage migration"
"1384"	"ENSG00000284387"	"negative regulation of fibroblast apoptotic process"
"1385"	"ENSG00000284416"	"mRNA binding involved in posttranscriptional gene silencing"
"1386"	"ENSG00000284416"	"gene silencing by miRNA"
"1387"	"ENSG00000284416"	"mRNA 3'-UTR binding"
"1388"	"ENSG00000284416"	"extracellular vesicle"
"1389"	"ENSG00000284416"	"positive regulation of angiogenesis"
"1390"	"ENSG00000284416"	"negative regulation of amyloid-beta clearance"
"1391"	"ENSG00000284416"	"positive regulation of endothelial cell migration"
"1392"	"ENSG00000284433"	""
"1393"	"ENSG00000284440"	"extracellular space"
"1394"	"ENSG00000284440"	"extracellular vesicle"
"1395"	"ENSG00000284440"	"extracellular exosome"
"1396"	"ENSG00000284443"	"extracellular space"
"1397"	"ENSG00000284443"	"gene silencing by miRNA"
"1398"	"ENSG00000284443"	"extracellular exosome"
"1399"	"ENSG00000284443"	"negative regulation of interleukin-18 production"
"1400"	"ENSG00000284443"	"regulation of cytokine production involved in inflammatory response"
"1401"	"ENSG00000284459"	"extracellular space"
"1402"	"ENSG00000284459"	"mRNA binding involved in posttranscriptional gene silencing"
"1403"	"ENSG00000284459"	"gene silencing by miRNA"
"1404"	"ENSG00000284459"	"mRNA 3'-UTR binding"
"1405"	"ENSG00000284459"	"negative regulation of blood vessel endothelial cell migration"
"1406"	"ENSG00000284459"	"negative regulation of vascular endothelial cell proliferation"
"1407"	"ENSG00000284459"	"positive regulation of endothelial cell apoptotic process"
"1408"	"ENSG00000284459"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"1409"	"ENSG00000284459"	"negative regulation of amyloid-beta formation"
"1410"	"ENSG00000284459"	"extracellular vesicle"
"1411"	"ENSG00000284459"	"extracellular exosome"
"1412"	"ENSG00000284459"	"negative regulation of cardiac muscle cell apoptotic process"
"1413"	"ENSG00000284459"	"negative regulation of angiogenesis"
"1414"	"ENSG00000284459"	"positive regulation of ERK1 and ERK2 cascade"
"1415"	"ENSG00000284459"	"cell growth involved in cardiac muscle cell development"
"1416"	"ENSG00000284459"	"negative regulation of interferon-gamma production"
"1417"	"ENSG00000284459"	"positive regulation of vascular associated smooth muscle cell apoptotic process"
"1418"	"ENSG00000284459"	"negative regulation of metalloendopeptidase activity"
"1419"	"ENSG00000284459"	"negative regulation of tumor necrosis factor-mediated signaling pathway"
"1420"	"ENSG00000284459"	"positive regulation of reactive oxygen species biosynthetic process"
"1421"	"ENSG00000284459"	"negative regulation of protein serine/threonine kinase activity"
"1422"	"ENSG00000284459"	"negative regulation of macrophage migration"
"1423"	"ENSG00000284459"	"negative regulation of fibroblast apoptotic process"
"1424"	"ENSG00000284481"	""
"1425"	"ENSG00000284520"	"extracellular space"
"1426"	"ENSG00000284520"	"mRNA binding involved in posttranscriptional gene silencing"
"1427"	"ENSG00000284520"	"gene silencing by miRNA"
"1428"	"ENSG00000284520"	"positive regulation of angiogenesis"
"1429"	"ENSG00000284520"	"extracellular vesicle"
"1430"	"ENSG00000284520"	"extracellular exosome"
"1431"	"ENSG00000284520"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"1432"	"ENSG00000284520"	"positive regulation of ERK1 and ERK2 cascade"
"1433"	"ENSG00000284520"	"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process"
"1434"	"ENSG00000284520"	"negative regulation of autophagy"
"1435"	"ENSG00000284520"	"cellular response to reactive oxygen species"
"1436"	"ENSG00000284520"	"negative regulation of hydrogen peroxide-mediated programmed cell death"
"1437"	"ENSG00000284536"	"extracellular space"
"1438"	"ENSG00000284536"	"mRNA binding involved in posttranscriptional gene silencing"
"1439"	"ENSG00000284536"	"gene silencing by miRNA"
"1440"	"ENSG00000284536"	"miRNA mediated inhibition of translation"
"1441"	"ENSG00000284536"	"positive regulation of vascular associated smooth muscle cell proliferation"
"1442"	"ENSG00000284536"	"negative regulation of vascular endothelial growth factor production"
"1443"	"ENSG00000284536"	"mRNA 3'-UTR binding"
"1444"	"ENSG00000284536"	"negative regulation of gene expression"
"1445"	"ENSG00000284536"	"negative regulation of sprouting angiogenesis"
"1446"	"ENSG00000284536"	"extracellular vesicle"
"1447"	"ENSG00000284536"	"extracellular exosome"
"1448"	"ENSG00000284536"	"negative regulation of amyloid precursor protein biosynthetic process"
"1449"	"ENSG00000284536"	"negative regulation of toll-like receptor signaling pathway"
"1450"	"ENSG00000284536"	"cellular response to lipopolysaccharide"
"1451"	"ENSG00000284536"	"negative regulation of cellular senescence"
"1452"	"ENSG00000284536"	"cellular response to hypoxia"
"1453"	"ENSG00000284536"	"negative regulation of systemic arterial blood pressure"
"1454"	"ENSG00000284536"	"outflow tract morphogenesis"
"1455"	"ENSG00000284536"	"positive regulation of cardiac muscle cell apoptotic process"
"1456"	"ENSG00000284536"	"negative regulation of low-density lipoprotein particle clearance"
"1457"	"ENSG00000284536"	"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process"
"1458"	"ENSG00000284536"	"positive regulation of blood pressure"
"1459"	"ENSG00000284536"	"positive regulation of phagocytosis"
"1460"	"ENSG00000284536"	"positive regulation of cytokine production involved in inflammatory response"
"1461"	"ENSG00000284536"	"positive regulation of hydrogen peroxide-mediated programmed cell death"
"1462"	"ENSG00000284536"	"negative regulation of mitochondrial membrane permeability involved in apoptotic process"
"1463"	"ENSG00000284536"	"positive regulation of cardiac muscle hypertrophy in response to stress"
"1464"	"ENSG00000284536"	"positive regulation of connective tissue replacement involved in inflammatory response wound healing"
"1465"	"ENSG00000284536"	"positive regulation of metalloendopeptidase activity"
"1466"	"ENSG00000284536"	"negative regulation of apoptosome assembly"
"1467"	"ENSG00000284536"	"positive regulation of pulmonary blood vessel remodeling"
"1468"	"ENSG00000284536"	"positive regulation of smooth muscle hypertrophy"
"1469"	"ENSG00000284536"	"negative regulation of vascular associated smooth muscle cell apoptotic process"
"1470"	"ENSG00000284536"	"negative regulation of receptor-mediated endocytosis involved in cholesterol transport"
"1471"	"ENSG00000284536"	"negative regulation of intrinsic apoptotic signaling pathway"
"1472"	"ENSG00000284536"	"mitochondrion"
"1473"	"ENSG00000284536"	"positive regulation of fibroblast proliferation"
"1474"	"ENSG00000284536"	"negative regulation of hydrogen peroxide-induced cell death"
"1475"	"ENSG00000284586"	"extracellular space"
"1476"	"ENSG00000284586"	"extracellular vesicle"
"1477"	"ENSG00000125462"	""
"1478"	"ENSG00000198972"	"extracellular space"
"1479"	"ENSG00000198972"	"negative regulation of DNA-binding transcription factor activity"
"1480"	"ENSG00000198972"	"negative regulation of receptor signaling pathway via STAT"
"1481"	"ENSG00000198972"	"negative regulation of tyrosine phosphorylation of STAT protein"
"1482"	"ENSG00000198972"	"negative regulation of interleukin-6-mediated signaling pathway"
"1483"	"ENSG00000198972"	"negative regulation of leukocyte adhesion to vascular endothelial cell"
"1484"	"ENSG00000198972"	"mRNA binding involved in posttranscriptional gene silencing"
"1485"	"ENSG00000198972"	"negative regulation of interleukin-6 production"
"1486"	"ENSG00000198972"	"gene silencing by miRNA"
"1487"	"ENSG00000198972"	"miRNA mediated inhibition of translation"
"1488"	"ENSG00000198972"	"negative regulation of signaling receptor activity"
"1489"	"ENSG00000198974"	"extracellular space"
"1490"	"ENSG00000198974"	"mRNA binding involved in posttranscriptional gene silencing"
"1491"	"ENSG00000198974"	"gene silencing by miRNA"
"1492"	"ENSG00000198974"	"negative regulation of vascular endothelial cell proliferation"
"1493"	"ENSG00000198974"	"negative regulation of sprouting angiogenesis"
"1494"	"ENSG00000198974"	"negative regulation of endothelial cell apoptotic process"
"1495"	"ENSG00000198974"	"extracellular vesicle"
"1496"	"ENSG00000198974"	"negative regulation of cardiac muscle cell apoptotic process"
"1497"	"ENSG00000198974"	"negative regulation of cardiac muscle contraction"
"1498"	"ENSG00000198974"	"regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway involved in heart process"
"1499"	"ENSG00000198984"	"extracellular space"
"1500"	"ENSG00000198984"	"mRNA binding involved in posttranscriptional gene silencing"
"1501"	"ENSG00000198984"	"miRNA mediated inhibition of translation"
"1502"	"ENSG00000198987"	"extracellular space"
"1503"	"ENSG00000198987"	"mRNA binding involved in posttranscriptional gene silencing"
"1504"	"ENSG00000198987"	"gene silencing by miRNA"
"1505"	"ENSG00000198987"	"miRNA mediated inhibition of translation"
"1506"	"ENSG00000198987"	"negative regulation of vascular endothelial growth factor production"
"1507"	"ENSG00000198987"	"mRNA 3'-UTR binding"
"1508"	"ENSG00000198987"	"negative regulation of cell migration involved in sprouting angiogenesis"
"1509"	"ENSG00000198987"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"1510"	"ENSG00000198987"	"negative regulation of cytokine production involved in inflammatory response"
"1511"	"ENSG00000198987"	"extracellular vesicle"
"1512"	"ENSG00000198987"	"negative regulation of inflammatory response"
"1513"	"ENSG00000198987"	"extracellular exosome"
"1514"	"ENSG00000198987"	"RNA polymerase II complex binding"
"1515"	"ENSG00000198987"	"negative regulation of cell population proliferation"
"1516"	"ENSG00000198987"	"positive regulation of apoptotic process"
"1517"	"ENSG00000198987"	"negative regulation of endothelial cell proliferation"
"1518"	"ENSG00000198987"	"negative regulation of angiogenesis"
"1519"	"ENSG00000198987"	"negative regulation of fibroblast growth factor receptor signaling pathway"
"1520"	"ENSG00000198987"	"negative regulation of vascular endothelial growth factor signaling pathway"
"1521"	"ENSG00000198987"	"negative regulation of endothelial cell chemotaxis to vascular endothelial growth factor"
"1522"	"ENSG00000198987"	"negative regulation of endothelial cell chemotaxis to fibroblast growth factor"
"1523"	"ENSG00000198987"	"negative regulation of G1/S transition of mitotic cell cycle"
"1524"	"ENSG00000198987"	"negative regulation of I-kappaB kinase/NF-kappaB signaling"
"1525"	"ENSG00000198987"	"positive regulation of cardiac muscle cell apoptotic process"
"1526"	"ENSG00000198987"	"negative regulation of mesenchymal stem cell proliferation"
"1527"	"ENSG00000198987"	"negative regulation of NF-kappaB transcription factor activity"
"1528"	"ENSG00000198987"	"negative regulation of mitotic cell cycle"
"1529"	"ENSG00000198987"	"positive regulation of connective tissue replacement"
"1530"	"ENSG00000198987"	"cellular response to glucose stimulus"
"1531"	"ENSG00000198987"	"negative regulation of cell chemotaxis to fibroblast growth factor"
"1532"	"ENSG00000198987"	"positive regulation of intrinsic apoptotic signaling pathway"
"1533"	"ENSG00000198987"	"branching involved in blood vessel morphogenesis"
"1534"	"ENSG00000198987"	"positive regulation of translation"
"1535"	"ENSG00000198987"	"negative regulation of trophoblast cell migration"
"1536"	"ENSG00000198987"	"negative regulation of placenta blood vessel development"
"1537"	"ENSG00000198997"	"extracellular space"
"1538"	"ENSG00000198997"	"mRNA binding involved in posttranscriptional gene silencing"
"1539"	"ENSG00000198997"	"gene silencing by miRNA"
"1540"	"ENSG00000198997"	"miRNA mediated inhibition of translation"
"1541"	"ENSG00000198997"	"negative regulation of vascular endothelial growth factor production"
"1542"	"ENSG00000198997"	"extracellular vesicle"
"1543"	"ENSG00000198997"	"negative regulation of fat cell differentiation"
"1544"	"ENSG00000198997"	"negative regulation of amyloid precursor protein catabolic process"
"1545"	"ENSG00000198997"	"positive regulation of necroptotic process"
"1546"	"ENSG00000198997"	"cellular response to insulin stimulus"
"1547"	"ENSG00000198997"	"positive regulation of gluconeogenesis"
"1548"	"ENSG00000198997"	"negative regulation of glucose import"
"1549"	"ENSG00000198997"	"negative regulation of insulin receptor signaling pathway"
"1550"	"ENSG00000198997"	"cellular response to hydrogen peroxide"
"1551"	"ENSG00000198997"	"neuronal cell body"
"1552"	"ENSG00000199023"	"extracellular space"
"1553"	"ENSG00000199023"	"mRNA binding involved in posttranscriptional gene silencing"
"1554"	"ENSG00000199023"	"gene silencing by miRNA"
"1555"	"ENSG00000199023"	"mRNA 3'-UTR binding"
"1556"	"ENSG00000199023"	"negative regulation of amyloid-beta formation"
"1557"	"ENSG00000199023"	"negative regulation of endopeptidase activity"
"1558"	"ENSG00000199023"	"cellular response to fibroblast growth factor stimulus"
"1559"	"ENSG00000199023"	"negative regulation of vascular associated smooth muscle cell proliferation"
"1560"	"ENSG00000199030"	"extracellular space"
"1561"	"ENSG00000199030"	"negative regulation of receptor signaling pathway via STAT"
"1562"	"ENSG00000199030"	"negative regulation of interleukin-6-mediated signaling pathway"
"1563"	"ENSG00000199030"	"mRNA binding involved in posttranscriptional gene silencing"
"1564"	"ENSG00000199030"	"gene silencing by miRNA"
"1565"	"ENSG00000199030"	"extracellular vesicle"
"1566"	"ENSG00000199030"	"extracellular exosome"
"1567"	"ENSG00000199030"	"positive regulation of transcription by RNA polymerase II"
"1568"	"ENSG00000199030"	"cytoplasm"
"1569"	"ENSG00000199030"	"nucleus"
"1570"	"ENSG00000199030"	"negative regulation of interleukin-10 production"
"1571"	"ENSG00000199030"	"negative regulation of interleukin-8 production"
"1572"	"ENSG00000199032"	"extracellular space"
"1573"	"ENSG00000199032"	"mRNA binding involved in posttranscriptional gene silencing"
"1574"	"ENSG00000199032"	"gene silencing by miRNA"
"1575"	"ENSG00000199038"	"extracellular space"
"1576"	"ENSG00000199038"	"mRNA binding involved in posttranscriptional gene silencing"
"1577"	"ENSG00000199038"	"gene silencing by miRNA"
"1578"	"ENSG00000199038"	"miRNA mediated inhibition of translation"
"1579"	"ENSG00000199038"	"positive regulation of blood vessel endothelial cell migration"
"1580"	"ENSG00000199038"	"positive regulation of angiogenesis"
"1581"	"ENSG00000199038"	"positive regulation of osteoblast differentiation"
"1582"	"ENSG00000199038"	"positive regulation of apoptotic signaling pathway"
"1583"	"ENSG00000199038"	"negative regulation of vascular associated smooth muscle cell apoptotic process"
"1584"	"ENSG00000199038"	"negative regulation of neuron projection development"
"1585"	"ENSG00000199038"	"positive regulation of cell migration"
"1586"	"ENSG00000199038"	"tube formation"
"1587"	"ENSG00000199038"	"hypoxia-inducible factor-1alpha signaling pathway"
"1588"	"ENSG00000199038"	"regulation of cellular response to hypoxia"
"1589"	"ENSG00000199038"	"negative regulation of mitochondrial electron transport, NADH to ubiquinone"
"1590"	"ENSG00000199038"	"positive regulation of glucose catabolic process to lactate via pyruvate"
"1591"	"ENSG00000199038"	"negative regulation of aconitate hydratase activity"
"1592"	"ENSG00000199038"	"positive regulation of iron ion import across plasma membrane"
"1593"	"ENSG00000199038"	"negative regulation of apoptotic signaling pathway"
"1594"	"ENSG00000199047"	"extracellular space"
"1595"	"ENSG00000199047"	"mRNA binding involved in posttranscriptional gene silencing"
"1596"	"ENSG00000199047"	"gene silencing by miRNA"
"1597"	"ENSG00000199047"	"miRNA mediated inhibition of translation"
"1598"	"ENSG00000199047"	"negative regulation of vascular endothelial growth factor production"
"1599"	"ENSG00000199047"	"positive regulation of angiogenesis"
"1600"	"ENSG00000199047"	"negative regulation of cell population proliferation"
"1601"	"ENSG00000199047"	"negative regulation of interleukin-33 production"
"1602"	"ENSG00000199047"	"negative regulation of cytokine production involved in inflammatory response"
"1603"	"ENSG00000199047"	"RNA polymerase II complex binding"
"1604"	"ENSG00000199047"	"negative regulation of monooxygenase activity"
"1605"	"ENSG00000199051"	"extracellular space"
"1606"	"ENSG00000199051"	"mRNA binding involved in posttranscriptional gene silencing"
"1607"	"ENSG00000199051"	"gene silencing by miRNA"
"1608"	"ENSG00000199051"	"negative regulation of vascular endothelial growth factor production"
"1609"	"ENSG00000199051"	"mRNA 3'-UTR binding"
"1610"	"ENSG00000199051"	"negative regulation of cell migration involved in sprouting angiogenesis"
"1611"	"ENSG00000199051"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"1612"	"ENSG00000199051"	"negative regulation of amyloid-beta formation"
"1613"	"ENSG00000199051"	"negative regulation of apoptotic process"
"1614"	"ENSG00000199051"	"negative regulation of angiogenesis"
"1615"	"ENSG00000199051"	"regulation of interleukin-1 beta production"
"1616"	"ENSG00000199051"	"regulation of interleukin-6 production"
"1617"	"ENSG00000199051"	"regulation of tumor necrosis factor production"
"1618"	"ENSG00000199051"	"regulation of inflammatory response"
"1619"	"ENSG00000199053"	""
"1620"	"ENSG00000199065"	"extracellular space"
"1621"	"ENSG00000199065"	"mRNA binding involved in posttranscriptional gene silencing"
"1622"	"ENSG00000199065"	"negative regulation of interleukin-6 production"
"1623"	"ENSG00000199065"	"gene silencing by miRNA"
"1624"	"ENSG00000199065"	"miRNA mediated inhibition of translation"
"1625"	"ENSG00000199065"	"mRNA 3'-UTR binding"
"1626"	"ENSG00000199065"	"negative regulation of gene expression"
"1627"	"ENSG00000199065"	"negative regulation of interleukin-1 beta production"
"1628"	"ENSG00000199065"	"negative regulation of tumor necrosis factor production"
"1629"	"ENSG00000199065"	"extracellular vesicle"
"1630"	"ENSG00000199065"	"negative regulation of amyloid precursor protein biosynthetic process"
"1631"	"ENSG00000199065"	"negative regulation of DNA-binding transcription factor activity"
"1632"	"ENSG00000199065"	"negative regulation of necroptotic process"
"1633"	"ENSG00000199065"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"1634"	"ENSG00000199065"	"negative regulation of blood vessel endothelial cell migration"
"1635"	"ENSG00000199065"	"negative regulation of cell adhesion molecule production"
"1636"	"ENSG00000199065"	"positive regulation of endothelial cell apoptotic process"
"1637"	"ENSG00000199065"	"positive regulation of gene expression"
"1638"	"ENSG00000199065"	"negative regulation of protein ubiquitination"
"1639"	"ENSG00000199065"	"protein stabilization"
"1640"	"ENSG00000199065"	"response to interleukin-1"
"1641"	"ENSG00000199065"	"positive regulation of cell migration involved in sprouting angiogenesis"
"1642"	"ENSG00000199082"	"extracellular space"
"1643"	"ENSG00000199082"	"mRNA binding involved in posttranscriptional gene silencing"
"1644"	"ENSG00000199082"	"gene silencing by miRNA"
"1645"	"ENSG00000199082"	"positive regulation of blood vessel endothelial cell migration"
"1646"	"ENSG00000199082"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"1647"	"ENSG00000199082"	"extracellular exosome"
"1648"	"ENSG00000199082"	"negative regulation of protein kinase B signaling"
"1649"	"ENSG00000199082"	"negative regulation of vascular endothelial growth factor signaling pathway"
"1650"	"ENSG00000199082"	"negative regulation of transforming growth factor beta receptor signaling pathway"
"1651"	"ENSG00000199082"	"positive regulation of cardiac endothelial to mesenchymal transition"
"1652"	"ENSG00000199085"	"extracellular space"
"1653"	"ENSG00000199085"	"mRNA binding involved in posttranscriptional gene silencing"
"1654"	"ENSG00000199085"	"gene silencing by miRNA"
"1655"	"ENSG00000199085"	"miRNA mediated inhibition of translation"
"1656"	"ENSG00000199085"	"cholesterol homeostasis"
"1657"	"ENSG00000199085"	"extracellular vesicle"
"1658"	"ENSG00000199085"	"negative regulation of cholesterol efflux"
"1659"	"ENSG00000199085"	"negative regulation of low-density lipoprotein particle clearance"
"1660"	"ENSG00000199085"	"negative regulation of lipoprotein particle clearance"
"1661"	"ENSG00000199085"	"lipid homeostasis"
"1662"	"ENSG00000199085"	"negative regulation of lipoprotein transport"
"1663"	"ENSG00000199085"	"negative regulation of low-density lipoprotein particle receptor binding"
"1664"	"ENSG00000199121"	"extracellular space"
"1665"	"ENSG00000199121"	"mRNA binding involved in posttranscriptional gene silencing"
"1666"	"ENSG00000199121"	"gene silencing by miRNA"
"1667"	"ENSG00000199121"	"extracellular vesicle"
"1668"	"ENSG00000199121"	"positive regulation of apoptotic signaling pathway"
"1669"	"ENSG00000199121"	"positive regulation of tau-protein kinase activity"
"1670"	"ENSG00000199121"	"negative regulation of chemokine production"
"1671"	"ENSG00000199121"	"negative regulation of interferon-beta production"
"1672"	"ENSG00000199121"	"defense response to virus"
"1673"	"ENSG00000199121"	"positive regulation of cell cycle"
"1674"	"ENSG00000199121"	"negative regulation of defense response to virus"
"1675"	"ENSG00000199121"	"positive regulation of protein serine/threonine kinase activity"
"1676"	"ENSG00000199122"	"extracellular space"
"1677"	"ENSG00000199122"	"mRNA binding involved in posttranscriptional gene silencing"
"1678"	"ENSG00000199122"	"gene silencing by miRNA"
"1679"	"ENSG00000199130"	"mRNA binding involved in posttranscriptional gene silencing"
"1680"	"ENSG00000199130"	"negative regulation of interleukin-6 production"
"1681"	"ENSG00000199130"	"gene silencing by miRNA"
"1682"	"ENSG00000199130"	"miRNA mediated inhibition of translation"
"1683"	"ENSG00000199130"	"extracellular vesicle"
"1684"	"ENSG00000199133"	"extracellular space"
"1685"	"ENSG00000199133"	"extracellular vesicle"
"1686"	"ENSG00000199135"	"extracellular space"
"1687"	"ENSG00000199135"	"mRNA binding involved in posttranscriptional gene silencing"
"1688"	"ENSG00000199135"	"negative regulation of interleukin-6 production"
"1689"	"ENSG00000199135"	"gene silencing by miRNA"
"1690"	"ENSG00000199135"	"miRNA mediated inhibition of translation"
"1691"	"ENSG00000199135"	"mRNA 3'-UTR binding"
"1692"	"ENSG00000199135"	"negative regulation of gene expression"
"1693"	"ENSG00000199135"	"negative regulation of interleukin-1 beta production"
"1694"	"ENSG00000199135"	"negative regulation of tumor necrosis factor production"
"1695"	"ENSG00000199135"	"extracellular vesicle"
"1696"	"ENSG00000199135"	"negative regulation of amyloid precursor protein biosynthetic process"
"1697"	"ENSG00000199135"	"negative regulation of DNA-binding transcription factor activity"
"1698"	"ENSG00000199135"	"negative regulation of necroptotic process"
"1699"	"ENSG00000199135"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"1700"	"ENSG00000199135"	"negative regulation of blood vessel endothelial cell migration"
"1701"	"ENSG00000199135"	"negative regulation of cell adhesion molecule production"
"1702"	"ENSG00000199135"	"positive regulation of endothelial cell apoptotic process"
"1703"	"ENSG00000199135"	"positive regulation of gene expression"
"1704"	"ENSG00000199135"	"negative regulation of protein ubiquitination"
"1705"	"ENSG00000199135"	"protein stabilization"
"1706"	"ENSG00000199135"	"response to interleukin-1"
"1707"	"ENSG00000199135"	"positive regulation of cell migration involved in sprouting angiogenesis"
"1708"	"ENSG00000199150"	"extracellular space"
"1709"	"ENSG00000199150"	"mRNA binding involved in posttranscriptional gene silencing"
"1710"	"ENSG00000199150"	"gene silencing by miRNA"
"1711"	"ENSG00000199150"	"positive regulation of angiogenesis"
"1712"	"ENSG00000199150"	"negative regulation of inflammatory response"
"1713"	"ENSG00000199150"	"negative regulation of leukocyte adhesion to vascular endothelial cell"
"1714"	"ENSG00000199150"	"negative regulation of cell migration"
"1715"	"ENSG00000199150"	"negative regulation of transforming growth factor beta receptor signaling pathway"
"1716"	"ENSG00000199150"	"negative regulation of pathway-restricted SMAD protein phosphorylation"
"1717"	"ENSG00000199150"	"cellular response to glucose stimulus"
"1718"	"ENSG00000199153"	"extracellular space"
"1719"	"ENSG00000199153"	"extracellular vesicle"
"1720"	"ENSG00000199153"	"extracellular exosome"
"1721"	"ENSG00000199156"	""
"1722"	"ENSG00000199158"	"mRNA binding involved in posttranscriptional gene silencing"
"1723"	"ENSG00000199158"	"gene silencing by miRNA"
"1724"	"ENSG00000199158"	"miRNA mediated inhibition of translation"
"1725"	"ENSG00000199158"	"negative regulation of vascular associated smooth muscle cell proliferation"
"1726"	"ENSG00000199158"	"positive regulation of cholesterol biosynthetic process"
"1727"	"ENSG00000199158"	"positive regulation of fatty acid biosynthetic process"
"1728"	"ENSG00000199158"	"cellular response to cholesterol"
"1729"	"ENSG00000199168"	"extracellular space"
"1730"	"ENSG00000199168"	"mRNA binding involved in posttranscriptional gene silencing"
"1731"	"ENSG00000199168"	"gene silencing by miRNA"
